,pid,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y
39,8,5.0418873979261996,0.05102506308717472,4.938970854199353,4.938970854199353,1.2603405861426957,0.04993626954412183,0.04993626954412183,0.012596546611378136,1.011875013613242,1.011875013613242,0.0031691797916441056,2463,63,2.494061757719715,0.9811174424867781,1.0120230592250445,1.0134985446929932,0.0,1.184196949005127,0.9977609813213348,1.0276212096214294,65.07352941176471
40,8,8.085129697456784,0.08205984815952838,8.121040458124385,8.121040458124385,1.4555554085986402,0.08234956228103135,0.08234956228103135,0.014511405927684774,1.0145934798245626,1.0145934798245626,0.003159254587066229,2303,24,1.0313708637730983,0.4671948353449504,1.0149478268152048,1.0245089530944824,0.0,1.1608489751815796,1.0040919780731201,1.0368635058403015,61.929824561403514
41,8,7.772275745989889,0.07923605039745843,7.473929929166987,7.473929929166987,1.8385513099097204,0.0761791428274136,0.0761791428274136,0.01866821612218281,1.0195153411493783,1.0195153411493783,0.0010181596291486406,2337,19,0.8064516129032258,0.35595973541862086,1.0194703969212664,1.027719497680664,0.0,1.1413229703903198,1.0111397504806519,1.0389399528503418,71.25748502994011
42,8,4.187760260684918,0.04256702241583787,4.150679566344072,4.150679566344072,0.42960255559885585,0.04217582326991001,0.04217582326991001,0.004218452406529894,1.016488580600015,1.016488580600015,0.003575523254112034,2340,150,6.024096385542169,0.9939350271224976,1.016462733443961,1.0172685384750366,0.0,1.2308349609375,1.0014767944812775,1.033930242061615,66.79316888045541
43,8,7.304116487112655,0.0742225591804508,6.9600501188956105,6.9600501188956105,1.9959208528243946,0.07079488932755759,0.07079488932755759,0.020538883056440436,1.0160959121803423,1.0160959121803423,0.0037128017201366603,2280,39,1.6817593790426906,0.8088647188284458,1.016174362928202,1.0237029790878296,0.0,1.199422001838684,1.0047464966773987,1.0340200066566467,61.458333333333336
44,8,6.435278643293345,0.06525771874967785,6.402014497126805,6.402014497126805,1.2237147425431316,0.06496250142518284,0.06496250142518284,0.012568627138385309,1.0142506549511672,1.0142506549511672,0.0024537955588528337,2453,32,1.2877263581488934,0.8646850325167179,1.0140620533609295,1.0192960500717163,0.0,1.754660964012146,0.9981060028076172,1.0368789434432983,61.328125
45,8,15.703985340987353,0.16099663899817998,15.692349069603086,15.692349069603086,0.21485313838683862,0.16087225809097766,0.16087225809097766,0.0027493174248897773,1.0251159370376195,1.0251159370376195,0.003484651403275474,2449,30,1.210165389269867,1.353819994131724,1.025196060123536,1.0241600275039673,0.0,3.9856700897216797,1.0056614875793457,1.0379030108451843,72.88135593220339
51,9,4.331470370866899,0.04502358978940858,4.331470370866899,4.331470370866899,0.0,0.04502358978940858,0.04502358978940858,0.0,1.0394527939572993,1.0394527939572993,0.0,180,59,24.686192468619247,1.0134251006578996,1.0394527939572993,1.044724941253662,0.9149760007858276,1.159358024597168,1.03780996799469,1.0562700033187866,62.61467889908256
52,9,9.098692256708732,0.093097683526705,8.403199405816887,8.403199405816887,0.7366269255214952,0.0860900138137651,0.0860900138137651,0.004719668382467533,1.0274628150326217,1.0274628150326217,0.0339025557433732,1565,995,38.8671875,1.0211957574489727,1.0231985091930256,1.0235795378684998,0.0,1.2760319709777832,0.9479939788579941,1.102043479681015,62.86764705882353
53,9,6.264298270781038,0.06626562661921466,6.382290944752869,6.382290944752869,0.8005890881757418,0.06723462125059548,0.06723462125059548,0.0077608641741228925,1.0547997662827135,1.0547997662827135,0.010713200992535032,1457,788,35.10022271714922,1.0413281155116667,1.0578300035344996,1.0675040483474731,0.0,1.3144409656524658,1.0077799558639526,1.1029590368270874,63.90423572744015
54,9,8.048743925290692,0.08644703042766258,7.911872170864645,7.911872170864645,0.8189866256333653,0.0849765445664562,0.0849765445664562,0.008830059405959816,1.073993652570382,1.073993652570382,0.00043219898550739266,2058,358,14.817880794701988,1.003365744425598,1.0740437418567819,1.0845109820365906,0.0,2.993983030319214,1.0460097193717957,1.1193400025367737,66.42984014209591
55,9,6.645770178160092,0.07104808202030659,6.500573424059775,6.500573424059775,0.17524776017878407,0.06944414975304358,0.06944414975304358,0.0027590950570575076,1.0679091883245344,1.0679091883245344,0.013654305026232438,1895,547,22.399672399672397,1.066203923286424,1.0690722085724689,1.0708580017089844,0.0,1.4791979789733887,1.0310082137584686,1.1125764846801758,63.443396226415096
57,9,8.139093676556895,0.08004625232476932,7.890533502264565,7.890533502264565,0.07051256830707597,0.07792811912844086,0.07792811912844086,0.002303020741763827,0.9874333664666363,0.9874333664666363,0.020363085896359823,1655,693,29.514480408858603,1.0149457611218848,0.9834786956111251,0.9671445190906525,0.0,1.5309139490127563,0.9211349934339523,1.0468915104866028,61.849710982658955
58,9,8.888170208218918,0.09236980021426293,6.436814336482982,6.436814336482982,1.8205779269996039,0.06562793226626273,0.06562793226626273,0.014789016593023521,1.0375924283770144,1.0375924283770144,0.06371415914519629,1661,1039,38.48148148148148,1.001656374068531,1.0392442769474453,1.0809234976768494,0.0,1.4464110136032104,0.95347099006176,1.0959320068359375,70.38216560509554
59,9,6.865812948561589,0.07106968863755307,6.865812948561589,6.865812948561589,0.0,0.07106968863755307,0.07106968863755307,0.0,1.0351241603871892,1.0351241603871892,0.0,566,222,28.17258883248731,1.0416511670426205,1.0351241603871892,1.0364134907722473,0.0,1.1630350351333618,0.9883759915828705,1.0752809643745422,63.821892393320965
60,9,7.633199802655858,0.08095977983350171,7.692538040138354,7.692538040138354,1.6595562204586702,0.07962783996685471,0.07962783996685471,0.014445977948115099,1.0431685411625287,1.0431685411625287,0.037256760404191236,606,222,26.811594202898554,1.0253500422915898,1.0606270230910628,1.0656780004501343,0.0,1.4210950136184692,1.0172842741012573,1.1163757145404816,62.2093023255814
61,9,6.039996424178108,0.05629760366457999,6.039996424178108,6.039996424178108,0.0,0.05629760366457999,0.05629760366457999,0.0,0.932080082683835,0.932080082683835,0.0,723,119,14.133016627078385,0.9683686124176538,0.932080082683835,0.9252179861068726,0.0,1.12909996509552,0.903051495552063,0.9522830247879028,68.33667334669339
62,9,6.0552736117635195,0.0650078611904911,5.823617091260609,5.823617091260609,0.5637940969417867,0.06260437486331291,0.06260437486331291,0.005388152686305974,1.0761372774906084,1.0761372774906084,0.011660206166287379,1585,576,26.654326700601572,1.0581017469780312,1.0735742983471626,1.0773789882659912,0.0,1.556838035583496,1.045793056488037,1.1149189472198486,65.95744680851064
63,9,7.640297460200218,0.07997181004830956,7.640297460200218,7.640297460200218,0.0,0.07997181004830956,0.07997181004830956,0.0,1.0467106871806775,1.0467106871806775,0.0,814,438,34.98402555910543,1.0222533181922075,1.0467106871806775,1.0582559704780579,0.0,1.237468957901001,0.9894339740276337,1.1051990389823914,77.20588235294117
65,9,6.129951192831788,0.066372160823155,6.129951192831788,6.129951192831788,0.0,0.066372160823155,0.066372160823155,0.0,1.082751864334074,1.082751864334074,0.0,398,73,15.498938428874734,1.1007778187320656,1.082751864334074,1.0760630369186401,0.0,1.2166409492492676,1.0552325248718262,1.1157335042953491,70.15945330296127
66,9,6.601458518300071,0.07049416863543836,6.431387072132663,6.431387072132663,0.4783355951680388,0.06874858318723423,0.06874858318723423,0.004406337297813749,1.0697761934336039,1.0697761934336039,0.01105178425806008,1421,595,29.51388888888889,1.0431634263832028,1.067857480888802,1.0804960131645203,0.0,1.340000033378601,1.0209769904613495,1.1177794635295868,59.04255319148937
67,9,5.211665984011354,0.05749525737322624,5.211665984011354,5.211665984011354,0.0,0.05749525737322624,0.05749525737322624,0.0,1.1032030362193868,1.1032030362193868,0.0,539,51,8.64406779661017,1.0841101758620317,1.1032030362193868,1.101073980331421,0.0,1.221560001373291,1.0817562639713287,1.131333202123642,68.05054151624549
69,9,6.738274851380935,0.06288152026127908,6.738274851380935,6.738274851380935,0.0,0.06288152026127908,0.06288152026127908,0.0,0.933199099891157,0.933199099891157,0.0,637,193,23.25301204819277,0.9781106318216868,0.933199099891157,0.917044997215271,0.8501669764518738,1.157315969467163,0.8887045085430145,0.9574977457523346,59.50920245398773
70,9,10.006806687957113,0.10384419060076583,10.006806687957113,10.006806687957113,0.0,0.10384419060076583,0.10384419060076583,0.0,1.0377355517993483,1.0377355517993483,0.0,584,294,33.48519362186788,0.9757042825222015,1.0377355517993483,1.072758972644806,0.0,1.265625,0.943758487701416,1.1286883056163788,75.40983606557377
71,10,5.924767745499141,0.059578573634992506,6.002172267482946,6.002172267482946,1.027891106138413,0.0600559719264558,0.0600559719264558,0.00958591107679442,1.0026248534271585,1.0026248534271585,0.011995334146225167,1237,157,11.262553802008608,1.0517810727380643,1.005584964579455,0.9923025071620941,0.0,1.1581250429153442,0.9817319810390472,1.027955710887909,65.48463356973994
72,10,7.602982759093871,0.07439306886834415,7.689720068170402,7.689720068170402,0.30631051860580927,0.07550279868425416,0.07550279868425416,0.0035789994716490803,0.9815701909663271,0.9815701909663271,0.007443011242882158,1530,207,11.917098445595855,1.0311828163510934,0.9784721500172173,0.9766950011253357,0.0,1.2534639835357666,0.9363099932670593,1.0110470056533813,62.476547842401494
73,10,7.528861302004561,0.0743950229986097,7.4650069569438955,7.4650069569438955,1.0438321088311882,0.07380794397733473,0.07380794397733473,0.010582860976431963,0.9882179127455084,0.9882179127455084,0.0035837220181572094,1875,603,24.33414043583535,1.0183173168951005,0.9881311398152867,0.9824680089950562,0.0,1.5613950490951538,0.9371980130672455,1.0246499478816986,71.46814404432132
74,10,8.840644450915873,0.08716163777821063,8.68498500621876,8.68498500621876,0.9750068319389253,0.08561831394066516,0.08561831394066516,0.009102533573316411,0.9864866432191024,0.9864866432191024,0.005938739029088647,2025,352,14.80858224652924,1.0658527494154193,0.9859195023862866,0.9764270186424255,0.0,1.2015819549560547,0.9418190121650696,1.0264450311660767,64.71861471861472
75,10,10.069385456554107,0.0995510368795831,10.033564628742024,10.033564628742024,3.2360881723193136,0.10132274678955204,0.10132274678955204,0.03552382734787181,0.9996325568933953,0.9996325568933953,0.03164215834616657,1140,122,9.667194928684628,1.0339924077518652,0.9886505716670712,0.9844525158405304,0.0,1.1660469770431519,0.9423415064811707,1.0425617396831512,74.76459510357816
76,10,7.809321157755039,0.07676161413043484,7.68884415618996,7.68884415618996,0.8979427081248144,0.0756363602522436,0.0756363602522436,0.009415166079962789,0.9828194493320128,0.9828194493320128,0.007673591617519404,2083,531,20.313695485845447,1.0452817800803822,0.9829486146079007,0.9693074822425842,0.0,1.240425944328308,0.929997980594635,1.0296550393104553,62.794918330308526
77,10,11.15916113448253,0.11461241659699563,11.049187013363232,11.049187013363232,0.725698375705667,0.11347698999717873,0.11347698999717873,0.007568256765634981,1.0269478647781436,1.0269478647781436,0.001047251634495927,2048,101,4.699860400186133,0.7844782955575698,1.0270701822096273,1.045498013496399,0.0,1.426529049873352,0.9899510145187378,1.0852279663085938,59.325842696629216
78,10,8.927898663002614,0.08941274806385345,8.883548310992005,8.883548310992005,0.06019630944279886,0.08896463769534282,0.08896463769534282,0.0013729232580307962,1.0013951196685265,1.0013951196685265,0.008669062474699896,2075,447,17.724028548770818,1.0351265584862472,1.0014982409509376,0.9965429902076721,0.0,1.2521719932556152,0.9523934870958328,1.0598452389240265,70.14388489208633
79,10,7.36377463623032,0.07233603121790178,6.605412370726157,6.605412370726157,1.177171293946388,0.06498276798423952,0.06498276798423952,0.01135509099603723,0.9844095264935595,0.9844095264935595,0.003528854091707445,418,91,17.87819253438114,1.049363564003955,0.9823227188676186,0.9704399704933167,0.0,1.1115540266036987,0.938139021396637,1.0213249921798706,69.66292134831461
80,10,5.87077527642704,0.05746690527805835,5.833440754434802,5.833440754434802,0.9461571248242713,0.05713725791308809,0.05713725791308809,0.009428040488743891,0.9790190911966112,0.9790190911966112,0.0028282039870191067,1973,744,27.383143172616858,0.9929719392650871,0.9788639927814232,0.9759219884872437,0.0,1.1138449907302856,0.9425439834594727,1.0130670070648193,57.666666666666664
81,10,7.407141334906012,0.07339487043983793,7.407218401821433,7.407218401821433,0.022974376723813084,0.07341262557625111,0.07341262557625111,0.00036918398663343677,0.991089809346265,0.991089809346265,0.001910127020530561,1892,527,21.785861926415876,1.0160852222786456,0.9908663426464676,0.9872490167617798,0.0,1.4267230033874512,0.9444435238838196,1.0291189551353455,69.24564796905223
82,10,7.471149396550826,0.07253161761619949,7.445399525960019,7.445399525960019,0.5305902985849502,0.0722920366563749,0.0722920366563749,0.005303668207364984,0.9708164181628947,0.9708164181628947,0.002049728493288494,2274,318,12.268518518518519,1.0511439720039848,0.9708227444854047,0.9643304944038391,0.0,1.2853959798812866,0.9302419871091843,1.0043122470378876,70.4460966542751
83,10,9.40446826752827,0.09286195057110354,9.399392951394255,9.399392951394255,0.01448611826477908,0.0928005104392608,0.0928005104392608,0.0004072182368869068,0.9872989005264624,0.9872989005264624,0.0028107873763335567,2087,345,14.185855263157896,1.064291803387628,0.9874237216763982,0.977647989988327,0.0,1.400575041770935,0.9436762481927872,1.033658504486084,61.98979591836735
84,10,9.23809267357541,0.09099895654622008,9.288411644182556,9.288411644182556,1.1962295072469784,0.09168145441612302,0.09168145441612302,0.012477169369919848,0.9861077038206487,0.9861077038206487,0.007332341305180623,1931,302,13.524406627854905,1.0626498196298713,0.9850405247233878,0.9759640097618103,0.0,1.2257980108261108,0.9444940090179443,1.0195319652557373,73.29842931937172
85,10,13.048453438182634,0.129782630989037,12.990564863792324,12.990564863792324,1.3402379840307965,0.1294093686170305,0.1294093686170305,0.014609039342442502,0.9951699572749008,0.9951699572749008,0.00978705377873823,2250,49,2.1313614615050023,0.48743004215006924,0.9946207924478206,0.9995350241661072,0.0,1.165861964225769,0.9386859834194183,1.0739620327949524,76.85009487666035
86,10,8.912482566505401,0.08692687280125411,9.089664316175478,9.089664316175478,2.8025686768643054,0.08936796038699152,0.08936796038699152,0.02865709580041744,0.9790487067313793,0.9790487067313793,0.013406253211685759,1628,269,14.180284659989455,1.0610411437470673,0.9753384890528686,0.9646520018577576,0.0,1.2892570495605469,0.9312360286712646,1.0130399465560913,65.76271186440678
87,10,9.307472218869298,0.09255777056561704,8.328594810382791,8.328594810382791,0.016366357519183694,0.08384506167061992,0.08384506167061992,0.003746342154378579,1.0066286745862358,1.0066286745862358,0.043003577291816364,1511,381,20.137420718816067,1.0625492331236992,0.9944458429644526,0.9888674914836884,0.0,1.173359990119934,0.9417060017585754,1.050083488225937,60.115606936416185
92,10,9.763359856430748,0.09637003395347526,10.65995977655042,10.65995977655042,1.898136758909339,0.10375608713256358,0.10375608713256358,0.01659069975181393,0.9765759626268042,0.9765759626268042,0.01825567463921446,1299,204,13.572854291417165,1.0633377526320664,0.987058096501483,0.9813529849052429,0.0,1.1296559572219849,0.9362429976463318,1.0400669574737549,67.73547094188376
93,10,13.149195586719845,0.13370401941912693,13.235865210363912,13.235865210363912,0.2846260889096408,0.1352003750244793,0.1352003750244793,0.004244733486829397,1.0212524885567835,1.0212524885567835,0.010108764704782502,696,16,2.247191011235955,0.5149909406900406,1.0168228051468227,1.0373370051383972,0.0,1.2454880475997925,0.9677960127592087,1.0921732783317566,62.78538812785388
94,10,9.795394601888633,0.0974746415549532,9.795394601888633,9.795394601888633,0.0,0.0974746415549532,0.0974746415549532,0.0,0.9951068386378152,0.9951068386378152,0.0,1134,165,12.702078521939955,1.0535958683851994,0.9951068386378152,0.9962890148162842,0.0,1.1838630437850952,0.9426054954528809,1.0562404990196228,59.375
